OBJECTID,INDEX,ACCNUM,DATE,TIME,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,LATITUDE,LONGITUDE,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,DIVISION,x,y
267,6653163,1244328,7/16/2011 4:00:00 AM,1215,LAWRENCE AVE W,ROYAL YORK RD,,Minor Arterial,Etobicoke York,43.696145,-79.53269,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,SMV Other,Passenger,70 to 74,Fatal,14,,Other,,,,,,,,,,,,Yes,,,,,Yes,,,,,,8,Humber Heights-Westmount,8,Humber Heights-Westmount (8),D23,618239.87751049,4839170.34256187
268,7644745,1246736,7/24/2011 4:00:00 AM,1349,LAWRENCE AVE E,OVERTURE RD,,Major Arterial,Scarborough,43.765445,-79.19949,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Approaching,Driver,65 to 69,Fatal,15,East,"Automobile, Station Wagon",Going Ahead,,,,,,,,,,,Yes,,,,,Yes,,Yes,,,,136,West Hill,136,West Hill (136),D43,644923.106046563,4847396.26513106
269,6659314,1246967,8/2/2011 4:00:00 AM,1236,LAKE SHORE BLVD W,EIGHTH ST,,Major Arterial,Etobicoke York,43.600445,-79.50639,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,18,East,Other,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown,,,,Yes,,Yes,,,,,,,Yes,,,,18,New Toronto,18,New Toronto (18),D22,620550.50853345,4828579.47606999
270,6661295,1247766,8/5/2011 4:00:00 AM,902,GREENWOOD AVE,PLAINS RD,,Collector,Toronto and East York,43.693845,-79.33849,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,80 to 84,Fatal,16,West,Bicycle,Going Ahead,,,,,,"Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.",Driving Properly,Normal,,Yes,Yes,,,,,,,Yes,,,,58,Old East York,58,Old East York (58),D55,633894.321288593,4839210.15590499
271,6661465,1247862,8/7/2011 4:00:00 AM,1154,DIXON RD,GOLFWOOD HTS Heig,,Major Arterial,Etobicoke York,43.698545,-79.53989,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,30 to 34,Fatal,17,West,Motorcycle,Going Ahead,Exceeding Speed Limit,Normal,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),D23,617654.983464501,4839426.65328769
272,6804925,1248931,8/13/2011 4:00:00 AM,1800,28 REGATTA CRES,,,Local,North York,43.789345,-79.44389,,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,19,South,Other,,,,Pedestrian hit at private driveway,On Sidewalk or Shoulder,Unknown,,,,Yes,,Yes,,,,,,,,,,,36,Newtonbrook West,36,Newtonbrook West (36),D32,625201.260038702,4849652.02590991
273,6665360,1249510,8/16/2011 4:00:00 AM,606,374 BROCK AVE,PUBLIC LANE,,Laneway,Toronto and East York,43.652745,-79.43739,,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Driver,55 to 59,Fatal,20,North,"Automobile, Station Wagon",Reversing,Other,Normal,,,,,,,,,Yes,,,,,,,,,,,83,Dufferin Grove,83,Dufferin Grove (83),D11,626010.283600484,4834490.50195622
274,6667933,1250553,8/22/2011 4:00:00 AM,551,ROYAL YORK RD,HARTFIELD RD,,Minor Arterial,Etobicoke York,43.667145,-79.52009,,No Control,Clear,Dark,Dry,Fatal,SMV Other,Driver,50 to 54,Fatal,21,North,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,,,,,,,,,Yes,,,,,,,,,,,9,Edenbridge-Humber Valley,9,Edenbridge-Humber Valley (9),D22,619312.69754915,4835967.5504383
275,6671921,1252228,8/30/2011 4:00:00 AM,1438,LAWRENCE AVE E,E OF DVP ON RAMP Aven,,Major Arterial,North York,43.740245,-79.32799,,No Control,Clear,Daylight,Dry,Fatal,Rear End,Passenger,40 to 44,Fatal,22,,Other,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,,,43,Victoria Village,43,Victoria Village (43),D33,634636.521517526,4844380.55552924
276,6672317,1252379,9/1/2011 4:00:00 AM,1540,MIDLAND AVE,BAYLAWN DR,,Major Arterial,Scarborough,43.800545,-79.28489,,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Driver,35 to 39,Fatal,23,South,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,,,,,,,,,Yes,,,,,,Yes,Yes,,,,129,Agincourt North,129,Agincourt North (129),D42,637968.408204279,4851148.75291538
277,6674980,1253623,9/12/2011 4:00:00 AM,1316,STEELES AVE W,STEINWAY BLVD,,Major Arterial,Etobicoke York,43.753945,-79.62099,,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Driver,20 to 24,Fatal,24,East,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Unknown,,,,,,,,,Yes,,,,,,Yes,Yes,,,,NSA,NSA,NSA,NSA,NSA,611017.556944665,4845467.71224786
278,6679376,1255565,9/23/2011 4:00:00 AM,1912,MARTIN GROVE Road,DIXON Road,,Major Arterial,Etobicoke York,43.691545,-79.57079,At Intersection,Traffic Signal,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,25,East,Other,Other,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing marked crosswalk without ROW,Inattentive,,,,Yes,,Yes,,,,,Yes,,,,,,1,West Humber-Clairville,1,West Humber-Clairville (1),D23,615178.457465802,4838605.82663618
279,6685144,1258189,10/10/2011 4:00:00 AM,540,KENNEDY RD,FINCH AVE E,,Major Arterial,Scarborough,43.801245,-79.29659,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Driver,25 to 29,Fatal,27,South,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,,,,,,,,,Yes,,,,,Yes,,,,,,148,East L'Amoreaux,117,L'Amoreaux (117),D42,637025.61603166,4851207.05928214
280,6688418,1259602,10/18/2011 4:00:00 AM,548,WILSON AVE,ALLINGHAM GDNS,,Major Arterial,North York,43.735545,-79.44279,At Intersection,No Control,Clear,"Dark, artificial",Other,Fatal,Pedestrian Collisions,Pedestrian,45 to 49,Fatal,28,North,Other,,,,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Inattentive,,,,Yes,,Yes,,,,,,,,,,,33,Clanton Park,33,Clanton Park (33),D32,625402.118742534,4843678.39430146
281,6689759,1260146,10/21/2011 4:00:00 AM,630,SPADINA AVE W,KING ST W,,Major Arterial,Toronto and East York,43.645445,-79.39499,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,25 to 29,Fatal,29,East,Other,,,,Other / Undefined,Walking on Roadway Against Traffic,Unknown,,,,Yes,,,,Yes,,,Yes,,,,,,164,Wellington Place,77,Waterfront Communities-The Island (77),D52,629445.17321295,4833745.00144925
282,6805913,1263147,11/7/2011 5:00:00 AM,1134,DUNDAS ST W,STERLING RD,,Minor Arterial,Toronto and East York,43.650645,-79.44299,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,35 to 39,Fatal,30,South,Bicycle,Turning Right,,,,,,"Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.",Improper Turn,Unknown,,Yes,,,Yes,,,,,,,,,84,Little Portugal,84,Little Portugal (84),D11,625563.06628002,4834248.78116007
283,6698092,1263764,11/10/2011 5:00:00 AM,1111,DON VALLEY PARKWAY  S,BAYVIEW BLOOR DVP RAMP,,,Toronto and East York,43.682345,-79.36239,,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Driver,75 to 79,Fatal,31,South,"Automobile, Station Wagon",Going Ahead,Lost control,Medical or Physical Disability,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,,Yes,57,Broadview North,57,Broadview North (57),D55,631993.519496502,4837894.60549179
284,6705545,1266990,12/1/2011 5:00:00 AM,102,JANE ST,ELLIS AVE,,Major Arterial,Etobicoke York,43.702145,-79.50359,,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,50 to 54,Fatal,32,Unknown,Other,,,,Other / Undefined,Other,Unknown,,,,Yes,,Yes,,,,,,,,,,,30,Brookhaven-Amesbury,30,Brookhaven-Amesbury (30),D12,620572.827755031,4839878.63236775
285,6806195,1267274,12/2/2011 5:00:00 AM,1830,LAWRENCE AVE E,TOWNLEY AVE,,Major Arterial,Scarborough,43.742645,-79.30729,At Intersection,No Control,Clear,"Dusk, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,33,South,Other,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,,,,,,,119,Wexford/Maryvale,119,Wexford/Maryvale (119),D41,636297.935052869,4844680.96020278
286,6806528,1270884,12/21/2011 5:00:00 AM,706,JANE ST,DRIFTWOOD AVE,,Major Arterial,Etobicoke York,43.765898,-79.519672,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,25 to 29,Fatal,34,East,Other,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,,,,Yes,,,,Yes,,,,24,Black Creek,24,Black Creek (24),D31,619150.517478538,4846936.05175824
287,6806561,1271163,12/23/2011 5:00:00 AM,547,LAWRENCE AVE E,CURLEW DR,,Major Arterial,North York,43.741145,-79.31929,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Fatal,Turning Movement,Driver,35 to 39,Fatal,35,East,"Automobile, Station Wagon",Turning Left,Improper Turn,Inattentive,,,,,,,,,Yes,,,,,,,Yes,,,,43,Victoria Village,43,Victoria Village (43),D33,635335.057855115,4844494.68948159
288,7377669,1275814,1/12/2012 5:00:00 AM,558,NEILSON RD,FINCH AVE E,,Minor Arterial,Scarborough,43.816245,-79.22759,,Traffic Signal,Rain,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,40 to 44,Fatal,2,West,Other,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown,,,,Yes,,Yes,,,,,Yes,,Yes,,,,145,Malvern West,132,Malvern (132),D42,642540.485656844,4852989.62267824
289,7376307,1274722,1/12/2012 5:00:00 AM,2110,FOREST GROVE DR,PAGE AVE,,Local,North York,43.779645,-79.37889,,No Control,Clear,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,1,Unknown,Other,,,,Vehicle is reversing and hits pedestrian,Other,Medical or Physical Disability,,,,Yes,,Yes,,,,,,,,,,,52,Bayview Village,52,Bayview Village (52),D33,630452.164871623,4848675.06015379
290,7378164,1276186,1/20/2012 5:00:00 AM,2214,SENECA HILL DR,DON MILLS RD,,Collector,North York,43.790045,-79.35519,,No Control,Snow,Dark,Packed Snow,Fatal,SMV Other,Driver,85 to 89,Fatal,4,West,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,,,,,,,,,Yes,,,,,,,,,,,47,Don Valley Village,47,Don Valley Village (47),D33,632336.392528441,4849867.76044533
291,7527221,1277329,1/26/2012 5:00:00 AM,903,DIXON RD,ISLINGTON AVE,,Major Arterial,Etobicoke York,43.697045,-79.54669,At Intersection,Traffic Signal,Clear,Daylight,Wet,Fatal,Turning Movement,Passenger,65 to 69,Fatal,3,,Other,,,,,,,,,,,,Yes,,,Yes,,Yes,,Yes,,,,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),D23,617109.9584665,4839250.43132823
292,7380797,1278086,1/30/2012 5:00:00 AM,1428,STEELES AVE W,ISLINGTON AVE,,Major Arterial,Etobicoke York,43.764346,-79.574893,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Driver,75 to 79,Fatal,6,West,"Automobile, Station Wagon",Turning Left,Lost control,Medical or Physical Disability,,,,,,,,,Yes,,,,,,,,,,Yes,NSA,NSA,NSA,NSA,NSA,614708.755324021,4846685.71010777
293,7382685,1279209,2/6/2012 5:00:00 AM,233,F G GARDINER XY  E,DUFFERIN ST,,,Toronto and East York,43.632643,-79.429286,,No Control,Clear,"Dark, artificial",Other,Fatal,Pedestrian Collisions,Pedestrian,15 to 19,Fatal,5,Unknown,Other,,,,Pedestrian hit at mid-block,Person Getting on/off Vehicle,Had Been Drinking,,,,Yes,,Yes,,Yes,,,,,,,,,85,South Parkdale,85,South Parkdale (85),D14,626706.055209499,4832270.25462459
294,7394208,1285342,3/21/2012 4:00:00 AM,2215,JANE ST,NICKLE ST,,Major Arterial,Etobicoke York,43.691545,-79.50099,,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,9,East,Other,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,,,,Yes,,Yes,,,,,,,,,,,115,Mount Dennis,115,Mount Dennis (115),D12,620803.607008665,4838705.1420643
295,7541977,1286941,4/2/2012 4:00:00 AM,555,FINCH AVE W,DRIFTWOOD AVE,,Major Arterial,Etobicoke York,43.758245,-79.51239,,No Control,Clear,"Dawn, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,45 to 49,Fatal,8,North,Other,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,,,,,,,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),D31,619751.912221829,4846096.5758308
296,7559313,1287084,4/3/2012 4:00:00 AM,230,MOUNT PLEASANT RD,STIBBARD AVE,,Major Arterial,North York,43.716945,-79.39359,,No Control,Clear,Dark,Dry,Fatal,SMV Other,Passenger,20 to 24,Fatal,7,,Other,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,Yes,,99,Mount Pleasant East,99,Mount Pleasant East (99),D53,629404.27681753,4841688.23615325
297,7514329,1289974,4/19/2012 4:00:00 AM,1203,MORNINGSIDE AVE,MILNER AVE,,Major Arterial,Scarborough,43.800745,-79.19929,,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Driver,50 to 54,Fatal,10,North,"Automobile, Station Wagon",Going Ahead,Other,Unknown,,,,,,,,,Yes,,,,,,,,,,,146,Malvern East,132,Malvern (132),D42,644853.91734393,4851317.2436264
298,7514335,1290105,4/20/2012 4:00:00 AM,1447,DON VALLEY PARKWAY  N,GERRARD ST E,,,Toronto and East York,43.665145,-79.35589,,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Motorcycle Driver,35 to 39,Fatal,11,North,Motorcycle,Going Ahead,Exceeding Speed Limit,Unknown,,,,,,,,,,Yes,,,,,Yes,Yes,,,,68,North Riverdale,68,North Riverdale (68),D55,632555.297416318,4835994.67706164
299,7514338,1290199,4/21/2012 4:00:00 AM,2050,MORNINGSIDE AVE,MILNER AVE,,Major Arterial,Scarborough,43.800245,-79.19909,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,12,West,Other,,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,,,,Yes,,Yes,,,,,,,,,,,146,Malvern East,132,Malvern (132),D42,644871.214624149,4851262.06060856
300,7412070,1292918,5/7/2012 4:00:00 AM,801,STEELES AVE E,BIRCHMOUNT RD,,Major Arterial,Scarborough,43.821345,-79.31689,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Fatal,13,South,Other,,,,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,Yes,,,,,,116,Steeles,116,Steeles (116),D42,635347.214848062,4853406.07602718
301,7414250,1293835,5/11/2012 4:00:00 AM,1239,DUPLEX AVE,ANDERSON AVE,,Collector,Toronto and East York,43.704245,-79.40049,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,14,West,Other,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,,,,,100,Yonge-Eglinton,100,Yonge-Eglinton (100),D53,628875.65942373,4840266.97173036
302,7415478,1294403,5/15/2012 4:00:00 AM,1426,WESTON RD,STEELES AVE W,,Major Arterial,Etobicoke York,43.770245,-79.54649,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,15,South,Other,,,,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,,,Yes,,,,,Yes,,,,21,Humber Summit,21,Humber Summit (21),D31,616983.466683422,4847380.61469095
303,7514423,1295871,5/27/2012 4:00:00 AM,1240,22 DELHI AVE,,,Local,North York,43.742343,-79.418292,,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,16,West,Other,,,,Vehicle is reversing and hits pedestrian,Walking on Roadway Against Traffic,Medical or Physical Disability,,,,Yes,,Yes,,,,,,,,,,,39,Bedford Park-Nortown,39,Bedford Park-Nortown (39),D32,627360.546653338,4844470.78079256
304,7527468,1298038,6/8/2012 4:00:00 AM,1520,LAWRENCE AVE E,KARL FRASER  RD,,Major Arterial,North York,43.736845,-79.34499,,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,40 to 44,Fatal,17,East,Motorcycle,Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,Yes,,,,,,Yes,,,,42,Banbury-Don Mills,42,Banbury-Don Mills (42),D33,633275.14669336,4843975.44835158
305,7425921,1298952,6/14/2012 4:00:00 AM,738,ADELAIDE ST W,BRANT ST,,Major Arterial,Toronto and East York,43.646245,-79.39819,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Fatal,18,East,Other,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,,,,,164,Wellington Place,77,Waterfront Communities-The Island (77),D14,629185.37341372,4833828.86564912
306,7527537,1302631,7/8/2012 4:00:00 AM,1855,SHEPPARD AVE W,WILSON HEIGHTS BLVD,,Major Arterial,North York,43.751645,-79.45669,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,25 to 29,Fatal,19,South,Other,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown,,,,Yes,,Yes,,,,,,,Yes,,,,33,Clanton Park,33,Clanton Park (33),D32,624249.431092754,4845445.59094451
307,7435183,1302903,7/9/2012 4:00:00 AM,907,ACE LANE,WOLSELEY ST,,Local,Toronto and East York,43.647745,-79.40369,At Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Passenger,80 to 84,Fatal,20,,Other,,,,,,,,,,,,Yes,,,,,Yes,,,,,,78,Kensington-Chinatown,78,Kensington-Chinatown (78),D14,628738.591473995,4833986.91337737
308,7527566,1304055,7/13/2012 4:00:00 AM,2151,EGLINTON AVE E,BRIMLEY RD,,Major Arterial,Scarborough,43.736445,-79.24899,,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,45 to 49,Fatal,21,North,Other,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,,,,,,,124,Kennedy Park,124,Kennedy Park (124),D41,641006.892026471,4844089.92961193
309,7527655,1307650,7/27/2012 4:00:00 AM,2133,KINGSTON RD,LAWRENCE AVE E,,Major Arterial,Scarborough,43.767646,-79.189586,At Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Fatal,Cyclist Collisions,Cyclist,15 to 19,Fatal,24,South,Bicycle,Going Ahead,,,,,,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Disobeyed Traffic Control,Unknown,,Yes,Yes,,,,,,,,,,,136,West Hill,136,West Hill (136),D43,645714.944656778,4847658.10236587
310,7446417,1307456,7/28/2012 4:00:00 AM,1224,HIGHWAY 27  N,HARNESS RD,,Major Arterial,Etobicoke York,43.720045,-79.59679,,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,22,West,Other,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,,,,,,,1,West Humber-Clairville,1,West Humber-Clairville (1),D23,613029.557720145,4841735.35573533
311,7447394,1307861,7/30/2012 4:00:00 AM,1623,NEILSON RD,OAKMEADOW BLVD,,Minor Arterial,Scarborough,43.790545,-79.21259,,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Driver,55 to 59,Fatal,23,South,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,,,,,,,,,Yes,,,,,,,,,,,135,Morningside,135,Morningside (135),D43,643808.484278517,4850161.17353332
312,7455132,1311119,8/21/2012 4:00:00 AM,940,FINCH AVE W,YONGE ST,,Major Arterial,North York,43.779545,-79.41639,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,45 to 49,Fatal,25,North,Other,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,Yes,,,,,,37,Willowdale West,37,Willowdale West (37),D32,627434.69157876,4848605.54730742
313,7559564,1311464,8/23/2012 4:00:00 AM,1627,ALLIANCE AVE,ROCKCLIFFE BLVD,,Collector,Etobicoke York,43.676943,-79.489391,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Motorcycle Driver,40 to 44,Fatal,26,North,Motorcycle,Going Ahead,Disobeyed Traffic Control,Unknown,,,,,,,,,Yes,Yes,,,,Yes,,Yes,Yes,,,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),D12,621767.904622697,4837100.35623271
314,7456387,1311644,8/25/2012 4:00:00 AM,810,CARLTON ST,SHERBOURNE ST,,Minor Arterial,Toronto and East York,43.663245,-79.37259,,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,28,North,Other,,,,Pedestrian hit at mid-block,Coming From Behind Parked Vehicle,Unknown,,,,Yes,,Yes,,,,,,,,,,,73,Moss Park,73,Moss Park (73),D51,631212.995717416,4835757.10874086
315,7456394,1311647,8/25/2012 4:00:00 AM,2350,MARILAKE DR,SUMMERGLADE DR,,Local,Scarborough,43.780945,-79.27089,,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Unattended Vehicle,Driver,20 to 24,Fatal,27,North,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,,,,,,,,,Yes,,,,,,Yes,Yes,,,,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),D42,639140.097989544,4848995.29743354
316,7462017,1314089,9/10/2012 4:00:00 AM,943,3133 BAYVIEW AVE,BYNG AVE,,Major Arterial,North York,43.782045,-79.39149,,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,29,West,Other,,,,Pedestrian hit at mid-block,Walking on Roadway Against Traffic,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,52,Bayview Village,52,Bayview Village (52),D33,629433.043143376,4848921.84011264
317,7462428,1314296,9/11/2012 4:00:00 AM,840,GLENGROVE AVE,MARLEE AVE,,Minor Arterial,North York,43.710745,-79.44449,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Angle,Motorcycle Driver,20 to 24,Fatal,30,North,Motorcycle,Going Ahead,Speed too Fast For Condition,Normal,,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),D13,625316.914159118,4840921.42895755
318,7464370,1315100,9/14/2012 4:00:00 AM,102,F G GARDINER XY  E,SOUTH KINGSWAY,,,Toronto and East York,43.634787,-79.470248,,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Motorcycle Driver,30 to 34,Fatal,31,East,Motorcycle,Going Ahead,Lost control,Had Been Drinking,,,,,,,,,Yes,Yes,,,,,,,,,,85,South Parkdale,85,South Parkdale (85),D11,623397.321029363,4832446.6657058
319,7467253,1316338,9/22/2012 4:00:00 AM,1845,264 ATTWELL DR,,,Collector,Etobicoke York,43.695545,-79.58959,,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,15 to 19,Fatal,32,South,Other,,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,,,,Yes,,Yes,,,,,,,,,,,1,West Humber-Clairville,1,West Humber-Clairville (1),D23,613655.819564315,4839024.14021828
320,7559685,1318483,10/5/2012 4:00:00 AM,1455,JANE ST,CORBETT AVE,,Major Arterial,Etobicoke York,43.670245,-79.49319,,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Motorcycle Driver,35 to 39,Fatal,33,North,Motorcycle,Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,Yes,,,,,,,,,,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),D12,621475.183187415,4836350.88453948
